Course Title,Rating,Provider,Level,Reviews,Type,Duration / Weeks
"HTML, CSS, and Javascript for Web Developers",4.7,Johns Hopkins University,Beginner,16000.0,Specialization,4 - 12
Natural Language Processing with Classification and Vector Spaces,4.6,DeepLearning.AI,Intermediate,4400.0,Course,1 - 4
What is Data Science? ,4.7,IBM,Beginner,71000.0,Course,1 - 4
People and Soft Skills for Professional and Personal Success,4.6,IBM,Beginner,1900.0,Specialization,4 - 12
Robotics,4.4,University of Pennsylvania,Beginner,3900.0,Specialization,12 - 24
"Make the Sale: Build, Launch, and Manage E-commerce Stores",4.8,Google,Beginner,1400.0,Course,1 - 4
Project Management & Other Tools for Career Development,4.7,"University of California, Irvine",Beginner,36000.0,Specialization,12 - 24
Get Started with Python,4.8,Google,Advanced,1200.0,Course,4 - 12
Coding for Everyone: C and C++,4.5,"University of California, Santa Cruz",Beginner,9100.0,Specialization,12 - 24
Introduction to Corporate Finance,4.6,University of Pennsylvania,Mixed,6000.0,Course,1 - 4
Software Product Management,4.7,University of Alberta,Beginner,11000.0,Specialization,12 - 24
Digital Transformation Using AI/ML with Google Cloud,4.7,Google Cloud,Beginner,7000.0,Specialization,12 - 24
Digital Manufacturing & Design Technology,4.6,University at Buffalo,Beginner,6700.0,Specialization,12 - 24
Clinical Trials Operations,4.7,Johns Hopkins University,Beginner,372.0,Specialization,12 - 24
Six Sigma Green Belt,4.7,Kennesaw State University,Intermediate,4200.0,Specialization,12 - 24
Geographic Information Systems  (GIS),4.8,"University of California, Davis",Beginner,6100.0,Specialization,12 - 24
Pricing Strategy Optimization,4.8,University of Virginia,Beginner,885.0,Specialization,12 - 24
First Step Korean,4.9,Yonsei University,Beginner,50000.0,Course,4 - 12
Dynamic Public Speaking,4.7,University of Washington,Beginner,2500.0,Specialization,12 - 24
Machine Learning for Trading,3.9,Multiple educators,Intermediate,1100.0,Specialization,4 - 12
Keller Williams Real Estate Agent,4.9,Keller Williams,Beginner,60.0,Professional Certificate,12 - 24
Clinical Trials: Good Clinical Practice,4.6,Novartis,Beginner,231.0,Specialization,4 - 12
Anatomy,4.8,University of Michigan,Beginner,3700.0,Specialization,12 - 24
"Food Sustainability, Mindful Eating, and Healthy Cooking",4.8,Stanford University,Beginner,497.0,Specialization,4 - 12
Creating Business Value with Data and Looker,4.7,Google Cloud,Intermediate,1100.0,Specialization,12 - 24
Build Dynamic User Interfaces (UI) for Websites,4.8,Google,Beginner,3300.0,Course,1 - 4
Microsoft 365 Copilot for Leaders,4.8,Vanderbilt University,Beginner,419.0,Specialization,4 - 12
Academic English: Writing,4.7,"University of California, Irvine",Beginner,22000.0,Specialization,12 - 24
Investment Management,4.7,University of Geneva,Beginner,7300.0,Specialization,12 - 24
Databases and SQL for Data Science with Python,4.7,IBM,Beginner,20000.0,Course,4 - 12
Introductory Human Physiology,4.8,Duke University,Beginner,4900.0,Course,4 - 12
Probability & Statistics for Machine Learning & Data Science,4.6,DeepLearning.AI,Intermediate,409.0,Course,1 - 4
Scrum Master Certification,4.6,LearnQuest,Beginner,2900.0,Specialization,12 - 24
Excel Basics for Data Analysis,4.8,IBM,Beginner,8100.0,Course,4 - 12
Digital Technologies and the Future of Manufacturing,4.6,University of Michigan,Beginner,270.0,Specialization,4 - 12
Understanding the Brain: The Neurobiology of Everyday Life,4.9,The University of Chicago,Beginner,2900.0,Course,4 - 12
Bayesian Statistics,4.6,"University of California, Santa Cruz",Intermediate,3400.0,Specialization,12 - 24
Introduction to Front-End Development,4.8,Meta,Beginner,11000.0,Course,1 - 4
Managerial Accounting Fundamentals,4.8,University of Virginia,Beginner,765.0,Course,1 - 4
Human Resources Analytics,4.6,"University of California, Irvine",Mixed,1700.0,Course,1 - 4
Work Smarter with Microsoft Word,4.7,Microsoft,Beginner,1500.0,Course,4 - 12
Teach English Now! Foundational Principles,4.9,Arizona State University,Mixed,15000.0,Course,4 - 12
Introduction to Systematic Review and Meta-Analysis,4.8,Johns Hopkins University,Mixed,3300.0,Course,4 - 12
Project Management Principles and Practices,4.7,"University of California, Irvine",Beginner,30000.0,Specialization,12 - 24
Security Analyst Fundamentals,4.7,IBM,Beginner,4000.0,Specialization,12 - 24
Instructional Design Foundations and Applications,4.0,University of Illinois Urbana-Champaign,Mixed,689.0,Course,4 - 12
Managing Emotions in Times of Uncertainty & Stress,4.8,Yale University,Beginner,3100.0,Course,4 - 12
Practical Guide to Trading,4.3,Interactive Brokers,Beginner,595.0,Specialization,12 - 24
Self-Driving Cars,4.7,University of Toronto,Advanced,3400.0,Specialization,12 - 24
Cancer Biology,4.8,Johns Hopkins University,Beginner,9300.0,Specialization,12 - 24
Microsoft Azure Fundamentals AZ-900 Exam Prep,4.6,Microsoft,Beginner,2800.0,Specialization,12 - 24
Branding: The Creative Journey,4.6,IE Business School,Beginner,1500.0,Specialization,12 - 24
Unilever Supply Chain Data Analyst,4.7,Unilever,Beginner,155.0,Professional Certificate,12 - 24
Satisfaction Guaranteed: Develop Customer Loyalty Online,4.8,Google,Beginner,3500.0,Course,1 - 4
Work Smarter with Microsoft Excel,4.7,Microsoft,Beginner,2200.0,Course,4 - 12
Omnichannel Retail Strategy,4.7,University of Pennsylvania,Beginner,334.0,Specialization,4 - 12
Business Value and Project Management,4.7,University of Illinois Urbana-Champaign,Beginner,7200.0,Specialization,12 - 24
Six Sigma Black Belt,4.6,Kennesaw State University,Intermediate,591.0,Specialization,12 - 24
Calculus for Machine Learning and Data Science,4.8,DeepLearning.AI,Intermediate,672.0,Course,1 - 4
Fundamentals of Finance,3.9,University of Pennsylvania,Beginner,927.0,Course,4 - 12
Python Data Structures,4.9,University of Michigan,Beginner,95000.0,Course,4 - 12
Financial Management,4.7,University of Illinois Urbana-Champaign,Intermediate,6600.0,Specialization,12 - 24
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",4.8,DeepLearning.AI,Intermediate,19000.0,Course,1 - 4
Managing Cybersecurity,4.8,Kennesaw State University,Beginner,1200.0,Specialization,12 - 24
Behavioral Finance,4.4,Duke University,Beginner,4000.0,Course,1 - 4
Accelerated Computer Science Fundamentals,4.7,University of Illinois Urbana-Champaign,Intermediate,3300.0,Specialization,4 - 12
Learn Spanish: Basic Spanish Vocabulary,4.6,"University of California, Davis",Beginner,3600.0,Specialization,12 - 24
Design Thinking,4.6,University of Virginia,Beginner,121.0,Specialization,12 - 24
Machine Learning with Python,4.7,IBM,Intermediate,16000.0,Course,4 - 12
Data Analysis with Python,4.7,IBM,Intermediate,18000.0,Course,4 - 12
The Integration of Art and Science in Modern Dental Medicine,4.9,University of Pennsylvania,Intermediate,2100.0,Specialization,12 - 24
Medical Neuroscience,4.9,Duke University,Advanced,2800.0,Course,12 - 24
Social Media Management ,4.9,Meta,Beginner,5100.0,Course,1 - 4
Harnessing the Power of Data with Power BI,4.6,Microsoft,Beginner,935.0,Course,1 - 4
Data Analysis and Visualization with Power BI,4.7,Microsoft,Beginner,385.0,Course,4 - 12
Healthcare Law,4.8,University of Pennsylvania,Intermediate,466.0,Specialization,12 - 24
"Effective Communication: Writing, Design, and Presentation",4.8,University of Colorado Boulder,Beginner,11000.0,Specialization,12 - 24
Applied Data Science with R,4.5,IBM,Beginner,965.0,Specialization,12 - 24
Introduction to Responsible AI,4.7,Google Cloud,Beginner,335.0,Course,1 - 4
Excel Skills for Business: Essentials,4.9,Macquarie University,Beginner,49000.0,Course,4 - 12
Trading Strategies in Emerging Markets,4.2,Indian School of Business,Beginner,2600.0,Specialization,12 - 24
Biostatistics in Public Health,4.8,Johns Hopkins University,Beginner,2200.0,Specialization,12 - 24
mRNAs as Medicines,4.9,Moderna,Beginner,11.0,Course,1 - 4
SQL for Data Science,4.6,"University of California, Davis",Beginner,16000.0,Course,1 - 4
Introduction to Clinical Data,4.7,Stanford University,Beginner,332.0,Course,4 - 12
MLOps | Machine Learning Operations,4.2,Duke University,Advanced,294.0,Specialization,12 - 24
"NoSQL, Big Data, and Spark Foundations",4.4,IBM,Beginner,601.0,Specialization,12 - 24
Talent Acquisition,4.8,HRCI,Beginner,849.0,Course,1 - 4
U.S. Federal Taxation,4.8,University of Illinois Urbana-Champaign,Intermediate,861.0,Specialization,12 - 24
Introduction to Engineering Mechanics,4.8,Georgia Institute of Technology,Mixed,4900.0,Course,4 - 12
Child Nutrition and Cooking,4.8,Stanford University,Beginner,10000.0,Course,4 - 12
Cryptography I,4.8,Stanford University,Mixed,4300.0,Course,4 - 12
Social Psychology,4.7,Wesleyan University,Beginner,4800.0,Course,4 - 12
AI & Law ,4.7,Lund University,Beginner,517.0,Course,1 - 4
Foundational Finance for Strategic Decision Making,4.7,University of Michigan,Beginner,1200.0,Specialization,12 - 24
Java Programming and Software Engineering Fundamentals,4.6,Duke University,Beginner,22000.0,Specialization,12 - 24
Introduction to Security Principles in Cloud Computing,4.8,Google Cloud,Beginner,58.0,Course,1 - 4
Python Project for Data Science,4.5,IBM,Intermediate,4200.0,Course,1 - 4
Learning How to Learn: Powerful mental tools to help you master tough subjects,4.8,Deep Teaching Solutions,Beginner,90000.0,Course,1 - 4
SAP Professional Fundamentals,4.7,SAP,Beginner,623.0,Course,4 - 12
Tools for Data Science,4.5,IBM,Beginner,29000.0,Course,4 - 12
Salesforce Sales Development Representative,4.4,Salesforce,Beginner,473.0,Professional Certificate,12 - 24
CompTIA a+ Network,4.3,CompTIA,Beginner,39.0,Course,4 - 12
Fundamentals of Accounting,4.6,University of Illinois Urbana-Champaign,Beginner,1900.0,Specialization,12 - 24
AI Applications in Marketing and Finance,4.6,University of Pennsylvania,Mixed,276.0,Course,1 - 4
Positive Psychiatry and Mental Health ,4.8,The University of Sydney,Mixed,3600.0,Course,4 - 12
Design a User Experience for Social Good & Prepare for Jobs,4.8,Google,Beginner,3700.0,Course,1 - 4
User Experience Research and Design,4.7,University of Michigan,Beginner,2100.0,Specialization,12 - 24
ChatGPT & Zapier: Agentic AI for Everyone,4.9,Vanderbilt University,Beginner,15.0,Course,1 - 4
Goodwill® Career Coach and Navigator,4.7,Goodwill Industries International,Beginner,241.0,Professional Certificate,12 - 24
Introduction to Electronics,4.7,Georgia Institute of Technology,Mixed,2500.0,Course,4 - 12
Global Diplomacy – Diplomacy in the Modern World,4.7,University of London,Mixed,4900.0,Course,4 - 12
Reducing Gun Violence in America: Evidence for Change,4.7,Johns Hopkins University,Beginner,281.0,Course,4 - 12
Marketing Analytics,4.7,University of Virginia,Beginner,6400.0,Course,4 - 12
Everyday Excel,4.7,University of Colorado Boulder,Beginner,3700.0,Specialization,12 - 24
Renewable Energy,4.8,University of Colorado Boulder,Beginner,917.0,Specialization,12 - 24
Achieving Personal and Professional Success,4.7,University of Pennsylvania,Beginner,3000.0,Specialization,12 - 24
AWS Cloud Practitioner Essentials,4.8,Amazon Web Services,Beginner,1700.0,Course,4 - 12
Assets in Accounting,4.4,Intuit,Beginner,1100.0,Course,1 - 4
Neuroscience and Neuroimaging,4.6,Johns Hopkins University,Intermediate,3100.0,Specialization,12 - 24
Forensic Accounting and Fraud Examination,4.7,West Virginia University,Mixed,5700.0,Course,4 - 12
Autodesk CAD/CAM/CAE for Mechanical Engineering,4.8,Autodesk,Intermediate,4900.0,Specialization,12 - 24
Understanding Clinical Research: Behind the Statistics,4.8,University of Cape Town,Beginner,3400.0,Course,4 - 12
Large Language Model Operations (LLMOps),4.6,Duke University,Beginner,65.0,Specialization,12 - 24
Data Visualization with Tableau,4.5,"University of California, Davis",Beginner,8000.0,Specialization,12 - 24
Financial Technology (Fintech) Innovations,4.7,University of Michigan,Beginner,2500.0,Specialization,12 - 24
Responsible AI: Applying AI Principles with Google Cloud,4.5,Google Cloud,Beginner,155.0,Course,4 - 12
Certified Business Analysis Professional™ (CBAP®),4.7,Starweaver,Intermediate,106.0,Specialization,12 - 24
The Art of Visual Storytelling,4.6,University of Colorado Boulder,Beginner,76.0,Specialization,12 - 24
Artificial Intelligence: an Overview,4.5,Politecnico di Milano,Beginner,305.0,Specialization,12 - 24
IELTS Preparation,4.6,"University of California, Irvine",Beginner,1700.0,Specialization,4 - 12
Introduction to Public Relations and the Media,4.7,University of Colorado Boulder,Beginner,489.0,Specialization,12 - 24
Advanced Digital Transformation,4.6,IIMA - IIM Ahmedabad,Intermediate,74.0,Specialization,12 - 24
Become an EMT,4.8,University of Colorado System,Beginner,2400.0,Specialization,12 - 24
Data Analysis with R,4.7,Duke University,Beginner,7300.0,Specialization,12 - 24
Introduction to Mathematical Thinking,4.8,Stanford University,Intermediate,2800.0,Course,4 - 12
AWS Cloud Technical Essentials,4.8,Amazon Web Services,Beginner,5200.0,Course,1 - 4
Business Analytics,4.6,University of Illinois Urbana-Champaign,Beginner,959.0,Specialization,12 - 24
Fundamentals of Graphic Design,4.8,California Institute of the Arts,Beginner,17000.0,Course,4 - 12
Professionalism in Allied Health,4.9,MedCerts,Beginner,435.0,Course,4 - 12
Advanced Embedded Linux Development,4.1,University of Colorado Boulder,Intermediate,76.0,Specialization,4 - 12
Strategic Management and Innovation,4.7,Copenhagen Business School,Beginner,4900.0,Specialization,12 - 24
IBM Mainframe Developer,4.6,IBM,Intermediate,1100.0,Professional Certificate,12 - 24
Data Science Foundations: Statistical Inference,4.4,University of Colorado Boulder,Intermediate,222.0,Specialization,12 - 24
The Manager's Toolkit: A Practical Guide to Managing People at Work,4.7,University of London,Mixed,3900.0,Course,4 - 12
Cybersecurity Attack and Defense Fundamentals,4.6,EC-Council,Beginner,470.0,Specialization,12 - 24
Databases for Data Scientists,4.7,University of Colorado Boulder,Beginner,858.0,Specialization,12 - 24
Decentralized Finance (DeFi): The Future of Finance,4.8,Duke University,Intermediate,1800.0,Specialization,12 - 24
Meta AR Developer,4.5,Meta,Intermediate,182.0,Professional Certificate,12 - 24
Data Mining,4.5,University of Illinois Urbana-Champaign,Intermediate,2900.0,Specialization,12 - 24
The Business of Music Production,4.8,Berklee,Beginner,5100.0,Specialization,12 - 24
Business Analysis Fundamentals,4.6,Microsoft,Beginner,184.0,Course,1 - 4
Linear Algebra from Elementary to Advanced,4.7,Johns Hopkins University,Beginner,76.0,Specialization,12 - 24
Introduction to Spreadsheets and Models,4.2,University of Pennsylvania,Mixed,3800.0,Course,1 - 4
Marketing Strategy,4.5,IE Business School,Beginner,5900.0,Specialization,12 - 24
The DIY Musician,4.7,Berklee,Beginner,3500.0,Specialization,12 - 24
Customer Service Fundamentals,4.8,Knowledge Accelerators,Beginner,1700.0,Course,1 - 4
Introduction to Business,4.7,"University of California, Irvine",Beginner,406.0,Specialization,4 - 12
Introduction to Artificial Intelligence (AI),4.7,IBM,Beginner,14000.0,Course,1 - 4
Corporate Strategy ,4.8,University of London,Beginner,2300.0,Course,1 - 4
Real-World Product Management,4.5,Advancing Women in Tech,Beginner,858.0,Specialization,12 - 24
Generative AI: Introduction and Applications,4.6,IBM,Beginner,951.0,Course,1 - 4
Human Anatomy and Medical Terminology Fundamentals,4.7,MedCerts,Beginner,125.0,Specialization,12 - 24
Using Public Policy for Social Change,4.9,University of Michigan,Beginner,60.0,Course,1 - 4
Object Oriented Programming in Java,4.6,Multiple educators,Beginner,15000.0,Specialization,12 - 24
Programming with JavaScript,4.7,Meta,Beginner,4100.0,Course,4 - 12
AI Applications in People Management ,4.7,University of Pennsylvania,Mixed,188.0,Course,1 - 4
FPGA Design for Embedded Systems,4.5,University of Colorado Boulder,Intermediate,1600.0,Specialization,12 - 24
Sports Marketing,4.7,Northwestern University,Intermediate,1300.0,Course,4 - 12
Go Beyond the Numbers: Translate Data into Insights,4.8,Google,Advanced,610.0,Course,4 - 12
Business Statistics and Analysis,4.7,Rice University,Beginner,12000.0,Specialization,12 - 24
Cybersecurity Operations Fundamentals,4.8,Cisco Learning and Certifications,Beginner,456.0,Specialization,12 - 24
Game Design: Art and Concepts,4.7,California Institute of the Arts,Beginner,3900.0,Specialization,12 - 24
Agile with Atlassian Jira,4.7,Atlassian,Beginner,8800.0,Course,1 - 4
From Data to Insights with Google Cloud,4.6,Google Cloud,Beginner,4600.0,Specialization,12 - 24
"GIS, Mapping, and Spatial Analysis",4.8,University of Toronto,Beginner,2800.0,Specialization,12 - 24
Impact Measurement & Management for the SDGs,4.8,Duke University,Mixed,553.0,Course,4 - 12
Introduction to Software Engineering,4.7,IBM,Beginner,1400.0,Course,4 - 12
Bioinformatics,4.3,University of California San Diego,Beginner,1200.0,Specialization,12 - 24
Project Management Essentials,4.6,Howard University,Beginner,189.0,Course,1 - 4
From Excel to Power BI,4.5,Knowledge Accelerators,Beginner,641.0,Course,1 - 4
